drug,drug_inn,disease,mechanism_target,terminal_relation,mechanism_strength,composite_confidence,pubmed_comentions,pubmed_drug_in_cancer,novelty_class,known_cheap_generic,any_trial_or_paper_found,verdict_WORTH_READING_TRIED_WRONG,checker_note,target_zone
Avapritinib,Avapritinib,GIST,KIT,driver_of,DIRECTED,0.98,98,30,UNEXPLORED_DRUG,,,,,
Dasatinib Anhydrous,Dasatinib,GIST,KIT,driver_of,DIRECTED,0.98,32,1413,WELL_STUDIED_PAIR,,,,,
Baricitinib,Baricitinib,Myelofibrosis,JAK2,driver_of,DIRECTED,0.97,11,77,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Deuruxolitinib,Deuruxolitinib,Myelofibrosis,JAK2,driver_of,DIRECTED,0.97,0,1,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Fedratinib,Fedratinib,Myelofibrosis,JAK2,driver_of,DIRECTED,0.97,173,33,UNEXPLORED_DRUG,,,,,
Filgotinib,Filgotinib,Myelofibrosis,JAK2,driver_of,DIRECTED,0.97,1,41,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Amivantamab,Amivantamab,NSCLC,EGFR,driver_of,DIRECTED,0.95,255,319,WELL_STUDIED_PAIR,,,,,
Dacomitinib,Dacomitinib,NSCLC,EGFR,driver_of,DIRECTED,0.95,205,352,WELL_STUDIED_PAIR,,,,,
Dacomitinib,Dacomitinib,Breast_Cancer,ERBB2,driver_of,DIRECTED,0.95,24,352,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Lazertinib,Lazertinib,NSCLC,EGFR,driver_of,DIRECTED,0.95,138,145,WELL_STUDIED_PAIR,,,,,
Apalutamide,Apalutamide,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,751,761,WELL_STUDIED_PAIR,,,,,
Bicalutamide,Bicalutamide,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,1318,1444,WELL_STUDIED_PAIR,YES,,,,
Clascoterone,Clascoterone,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,0,0,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Danazol,Danazol,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,7,145,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Darolutamide,Darolutamide,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,509,516,WELL_STUDIED_PAIR,,,,,
Dromostanolone Propionate,Dromostanolone,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,0,3,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Enzalutamide,Enzalutamide,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,3740,3871,WELL_STUDIED_PAIR,,,,,
Ethylestrenol,Ethylestrenol,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,0,0,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Fluoxymesterone,Fluoxymesterone,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,7,62,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Flutamide,Flutamide,Prostate_Cancer,AR,driver_of,DIRECTED,0.95,844,1081,WELL_STUDIED_PAIR,,,,,
Clomiphene,Clomiphene,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,94,202,WELL_STUDIED_PAIR,,,,,
Dienestrol,Dienestrol,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,4,12,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Diethylstilbestrol,Diethylstilbestrol,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,310,1128,WELL_STUDIED_PAIR,,,,,
Elacestrant,Elacestrant,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,107,107,WELL_STUDIED_PAIR,,,,,
Estradiol,Estradiol,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,7210,10810,WELL_STUDIED_PAIR,,,,,
Estrone,Estrone,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,1254,1802,WELL_STUDIED_PAIR,,,,,
Estropipate,Estropipate,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,1,1,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Ethinyl Estradiol,Ethinyl Estradiol,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,102,248,WELL_STUDIED_PAIR,,,,,
Fulvestrant,Fulvestrant,Breast_Cancer,ESR1,driver_of,DIRECTED,0.95,2173,2330,WELL_STUDIED_PAIR,,,,,
Adagrasib,Adagrasib,Pancreatic_Cancer,KRAS,driver_of,DIRECTED,0.9409,17,294,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Sotorasib,Sotorasib,Pancreatic_Cancer,KRAS,driver_of,DIRECTED,0.9409,35,509,WELL_STUDIED_PAIR,,,,,
Trastuzumab_deruxtecan,Trastuzumab_deruxtecan,Breast_Cancer,ERBB2,driver_of,DIRECTED,0.931,911,1380,WELL_STUDIED_PAIR,,,,,
Ceritinib,Ceritinib,NSCLC,ALK,driver_of,DIRECTED,0.92,445,625,WELL_STUDIED_PAIR,,,,,
Ensartinib,Ensartinib,NSCLC,ALK,driver_of,DIRECTED,0.92,105,143,WELL_STUDIED_PAIR,,,,,
Lorlatinib,Lorlatinib,NSCLC,ALK,driver_of,DIRECTED,0.9108,478,650,WELL_STUDIED_PAIR,,,,,
Afatinib,Afatinib,Breast_Cancer,ERBB2,driver_of,DIRECTED,0.9025,127,2051,WELL_STUDIED_PAIR,,,,,
Cetuximab,Cetuximab,NSCLC,EGFR,driver_of,DIRECTED,0.9025,408,6937,WELL_STUDIED_PAIR,,,,,
Brigatinib,Brigatinib,NSCLC,ALK,driver_of,DIRECTED,0.9016,351,462,WELL_STUDIED_PAIR,,,,,
Daunorubicin,Daunorubicin,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.9,188,1247,WELL_STUDIED_PAIR,YES,,,,
Doxorubicin,Doxorubicin,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.9,9935,31621,WELL_STUDIED_PAIR,YES,,,,
Etoposide,Etoposide,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.9,842,9707,WELL_STUDIED_PAIR,YES,,,,
Idarubicin,Idarubicin,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.9,80,335,WELL_STUDIED_PAIR,YES,,,,
Fedratinib,Fedratinib,AML,FLT3,driver_of,DIRECTED,0.9,4,33,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Gilteritinib,Gilteritinib,AML,FLT3,driver_of,DIRECTED,0.9,418,84,WELL_STUDIED_PAIR,,,,,
Imetelstat,Imetelstat,HCC,TERT,driver_of,DIRECTED,0.9,0,42,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Lapatinib,Lapatinib,NSCLC,EGFR,driver_of,DIRECTED,0.893,72,2862,WELL_STUDIED_PAIR,,,,,
Azacitidine,Azacitidine,AML,DNMT3A,driver_of,DIRECTED,0.88,1309,388,WELL_STUDIED_PAIR,YES,,,,
Decitabine,Decitabine,AML,DNMT3A,driver_of,DIRECTED,0.88,926,770,WELL_STUDIED_PAIR,YES,,,,
Ivosidenib,Ivosidenib,AML,IDH1,driver_of,DIRECTED,0.88,193,104,WELL_STUDIED_PAIR,,,,,
Enasidenib,Enasidenib,AML,IDH2,driver_of,DIRECTED,0.88,188,41,UNEXPLORED_DRUG,,,,,
Beperminogene Perplasmid,Beperminogene Perplasmid,NSCLC,MET,driver_of,DIRECTED,0.88,0,0,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Cabozantinib S-Malate,Cabozantinib,NSCLC,MET,driver_of,DIRECTED,0.88,93,1236,WELL_STUDIED_PAIR,,,,,
Alpelisib,Alpelisib,Breast_Cancer,PIK3CA,driver_of,DIRECTED,0.88,353,500,WELL_STUDIED_PAIR,,,,,
Copanlisib,Copanlisib,Breast_Cancer,PIK3CA,driver_of,DIRECTED,0.88,18,93,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Inavolisib,Inavolisib,Breast_Cancer,PIK3CA,driver_of,DIRECTED,0.88,55,63,WELL_STUDIED_PAIR,,,,,
Avatrombopag,Avatrombopag,Myelofibrosis,MPL,driver_of,DIRECTED,0.88,2,22,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Eltrombopag Choline,Eltrombopag,Myelofibrosis,MPL,driver_of,DIRECTED,0.88,21,82,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Adagrasib,Adagrasib,Colorectal_Cancer,KRAS,driver_of,DIRECTED,0.873,64,294,WELL_STUDIED_PAIR,,,,,
Sotorasib,Sotorasib,Colorectal_Cancer,KRAS,driver_of,DIRECTED,0.873,87,509,WELL_STUDIED_PAIR,,,,,
Pralsetinib,Pralsetinib,NSCLC,RET,driver_of,DIRECTED,0.8712,129,255,WELL_STUDIED_PAIR,,,,,
Selpercatinib,Selpercatinib,NSCLC,RET,driver_of,DIRECTED,0.8712,169,420,WELL_STUDIED_PAIR,,,,,
Capmatinib,Capmatinib,NSCLC,MET,driver_of,DIRECTED,0.8624,154,228,WELL_STUDIED_PAIR,,,,,
Tepotinib,Tepotinib,NSCLC,MET,driver_of,DIRECTED,0.8624,140,198,WELL_STUDIED_PAIR,,,,,
Adagrasib,Adagrasib,NSCLC,KRAS,driver_of,DIRECTED,0.8536,152,294,WELL_STUDIED_PAIR,,,,,
Sotorasib,Sotorasib,NSCLC,KRAS,driver_of,DIRECTED,0.8536,265,509,WELL_STUDIED_PAIR,,,,,
Amivantamab,Amivantamab,Glioblastoma,EGFR,driver_of,DIRECTED,0.85,0,319,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Dacomitinib,Dacomitinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.85,19,352,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Lazertinib,Lazertinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.85,2,145,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Amivantamab,Amivantamab,RCC,MET,driver_of,DIRECTED,0.85,0,319,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Beperminogene Perplasmid,Beperminogene Perplasmid,RCC,MET,driver_of,DIRECTED,0.85,0,0,UNEXPLORED_DRUG,,,,,TARGET_ZONE
Cabozantinib S-Malate,Cabozantinib,RCC,MET,driver_of,DIRECTED,0.85,322,1236,WELL_STUDIED_PAIR,,,,,
Cisplatin,Cisplatin,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.8415,11,51127,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Osimertinib,Osimertinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.833,37,3639,WELL_STUDIED_PAIR,,,,,
Capmatinib,Capmatinib,RCC,MET,driver_of,DIRECTED,0.833,2,228,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Tepotinib,Tepotinib,RCC,MET,driver_of,DIRECTED,0.833,0,198,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Oxaliplatin,Oxaliplatin,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.8316,0,13815,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Entrectinib,Entrectinib,NSCLC,ALK,driver_of,DIRECTED,0.828,155,390,WELL_STUDIED_PAIR,,,,,
Erlotinib,Erlotinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.8245,188,6432,WELL_STUDIED_PAIR,,,,,
Afatinib,Afatinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.8245,29,2051,WELL_STUDIED_PAIR,,,,,
Carboplatin,Carboplatin,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.8217,3,13940,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Gefitinib,Gefitinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.816,117,6742,WELL_STUDIED_PAIR,,,,,
Sorafenib,Sorafenib,Melanoma,BRAF,driver_of,DIRECTED,0.8075,265,6418,WELL_STUDIED_PAIR,,,,,
Cetuximab,Cetuximab,Glioblastoma,EGFR,driver_of,DIRECTED,0.8075,84,6937,WELL_STUDIED_PAIR,,,,,
Abemaciclib,Abemaciclib,Soft_Tissue_Sarcoma,CDK4,driver_of,DIRECTED,0.8,2,1262,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Daunorubicin,Daunorubicin,AML,TOP2A,driver_of,DIRECTED,0.8,1339,1247,WELL_STUDIED_PAIR,YES,,,,
Doxorubicin,Doxorubicin,AML,TOP2A,driver_of,DIRECTED,0.8,386,31621,WELL_STUDIED_PAIR,YES,,,,
Etoposide,Etoposide,AML,TOP2A,driver_of,DIRECTED,0.8,801,9707,WELL_STUDIED_PAIR,YES,,,,
Idarubicin,Idarubicin,AML,TOP2A,driver_of,DIRECTED,0.8,738,335,WELL_STUDIED_PAIR,YES,,,,
Cabozantinib S-Malate,Cabozantinib,Colorectal_Cancer,KDR,driver_of,DIRECTED,0.8,35,1236,WELL_STUDIED_PAIR,,,,,
Cabozantinib S-Malate,Cabozantinib,HCC,KDR,driver_of,DIRECTED,0.8,313,1236,WELL_STUDIED_PAIR,,,,,
Lapatinib,Lapatinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.799,40,2862,WELL_STUDIED_PAIR,,,,,
Sunitinib,Sunitinib,AML,FLT3,driver_of,DIRECTED,0.792,42,3237,WELL_STUDIED_PAIR,,,,,
Crizotinib,Crizotinib,RCC,MET,driver_of,DIRECTED,0.7905,14,2817,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Ramucirumab,Ramucirumab,HCC,KDR,driver_of,DIRECTED,0.784,209,1241,WELL_STUDIED_PAIR,,,,,
Olaparib,Olaparib,Pancreatic_Cancer,BRCA2,driver_of,DIRECTED,0.782,220,3356,WELL_STUDIED_PAIR,,,,,
Sunitinib,Sunitinib,HCC,VEGFR2,driver_of,DIRECTED,0.779,124,3237,WELL_STUDIED_PAIR,,,,,
Palbociclib,Palbociclib,Soft_Tissue_Sarcoma,CDK4,driver_of,DIRECTED,0.776,10,2297,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Celecoxib,Celecoxib,Colorectal_Cancer,COX2,driver_of,DIRECTED,0.776,287,2020,WELL_STUDIED_PAIR,YES,,,,
Bevacizumab,Bevacizumab,RCC,VEGFR2,driver_of,DIRECTED,0.7744,299,11890,WELL_STUDIED_PAIR,,,,,
Regorafenib,Regorafenib,NSCLC,RET,driver_of,DIRECTED,0.7744,18,1562,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Ribociclib,Ribociclib,Soft_Tissue_Sarcoma,CDK4,driver_of,DIRECTED,0.768,4,1153,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Cisplatin,Cisplatin,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.765,3524,51127,WELL_STUDIED_PAIR,YES,,,,
Cisplatin,Cisplatin,CLL,TP53,driver_of,DIRECTED,0.765,37,51127,WELL_STUDIED_PAIR,YES,,,,
Aspirin,Aspirin,Colorectal_Cancer,COX2,driver_of,DIRECTED,0.76,1311,4583,WELL_STUDIED_PAIR,YES,,,,
Oxaliplatin,Oxaliplatin,CLL,TP53,driver_of,DIRECTED,0.756,10,13815,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Olaparib,Olaparib,Colorectal_Cancer,Bevacizumab,treats,DIRECTED,0.752,70,3356,WELL_STUDIED_PAIR,,,,,
Cabozantinib S-Malate,Cabozantinib,GIST,KDR,driver_of,DIRECTED,0.75,12,1236,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Carboplatin,Carboplatin,CLL,TP53,driver_of,DIRECTED,0.747,6,13940,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Diclofenac,Diclofenac,Colorectal_Cancer,COX2,driver_of,DIRECTED,0.744,25,463,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Indomethacin,Indomethacin,Colorectal_Cancer,COX2,driver_of,DIRECTED,0.736,104,1119,WELL_STUDIED_PAIR,,,,,
Ramucirumab,Ramucirumab,GIST,KDR,driver_of,DIRECTED,0.735,0,1241,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Imatinib,Imatinib,Pancreatic_Cancer,KRAS,driver_of,DIRECTED,0.7275,37,2935,WELL_STUDIED_PAIR,YES,,,,
Cisplatin,Cisplatin,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.7225,124,51127,WELL_STUDIED_PAIR,YES,,,,
Bevacizumab,Bevacizumab,HCC,VEGFR2,driver_of,DIRECTED,0.7216,1316,11890,WELL_STUDIED_PAIR,,,,,
Mebendazole,Mebendazole,RCC,VEGFR2,driver_of,DIRECTED,0.7216,0,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Oxaliplatin,Oxaliplatin,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.714,6,13815,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Carboplatin,Carboplatin,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.7055,49,13940,WELL_STUDIED_PAIR,YES,,,,
Atorvastatin,Atorvastatin,Pancreatic_Cancer,KRAS,driver_of,DIRECTED,0.6984,25,566,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Ipilimumab,Ipilimumab,Breast_Cancer,FOXP3,driver_of,DIRECTED,0.68,73,3000,WELL_STUDIED_PAIR,,,,,
Cisplatin,Cisplatin,AML,TOP2A,driver_of,DIRECTED,0.68,87,51127,WELL_STUDIED_PAIR,YES,,,,
Sotorasib,Sotorasib,Melanoma,MAP2K1,driver_of,DIRECTED,0.68,3,509,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Venetoclax,Venetoclax,Myelofibrosis,Ruxolitinib,treats,DIRECTED,0.679,17,713,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Imatinib,Imatinib,Colorectal_Cancer,KRAS,driver_of,DIRECTED,0.675,98,2935,WELL_STUDIED_PAIR,YES,,,,
Fluorouracil,Fluorouracil,Breast_Cancer,TOP2A,driver_of,DIRECTED,0.675,4286,29336,WELL_STUDIED_PAIR,YES,,,,
Mebendazole,Mebendazole,HCC,VEGFR2,driver_of,DIRECTED,0.6724,2,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Mebendazole,Mebendazole,Melanoma,BRAF,driver_of,DIRECTED,0.665,6,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Imatinib,Imatinib,NSCLC,KRAS,driver_of,DIRECTED,0.66,44,2935,WELL_STUDIED_PAIR,YES,,,,
Everolimus,Everolimus,Pancreatic_Cancer,Erlotinib,treats,DIRECTED,0.65,36,2310,WELL_STUDIED_PAIR,,,,,
Atorvastatin,Atorvastatin,Colorectal_Cancer,KRAS,driver_of,DIRECTED,0.648,37,566,WELL_STUDIED_PAIR,YES,,,,
Mebendazole,Mebendazole,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.6435,0,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Brigatinib,Brigatinib,Glioblastoma,EGFR,driver_of,DIRECTED,0.6375,1,462,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Bazedoxifene,Bazedoxifene,Multiple_Myeloma,IL6,driver_of,DIRECTED,0.6375,0,174,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Thalidomide,Thalidomide,RCC,VEGFR2,driver_of,DIRECTED,0.6336,27,1054,WELL_STUDIED_PAIR,YES,,,,
Itraconazole,Itraconazole,RCC,VEGFR2,driver_of,DIRECTED,0.6336,0,509,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Everolimus,Everolimus,NSCLC,Erlotinib,treats,DIRECTED,0.6175,52,2310,WELL_STUDIED_PAIR,,,,,
Fluorouracil,Fluorouracil,AML,TOP2A,driver_of,DIRECTED,0.6,35,29336,WELL_STUDIED_PAIR,YES,,,,
Thalidomide,Thalidomide,HCC,VEGFR2,driver_of,DIRECTED,0.5904,49,1054,WELL_STUDIED_PAIR,YES,,,,
Itraconazole,Itraconazole,HCC,VEGFR2,driver_of,DIRECTED,0.5904,8,509,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Mebendazole,Mebendazole,CLL,TP53,driver_of,DIRECTED,0.585,0,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Suramin,Suramin,RCC,VEGFR2,driver_of,DIRECTED,0.572,2,411,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Mebendazole,Mebendazole,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.5525,0,149,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Clarithromycin,Clarithromycin,Multiple_Myeloma,IL6,driver_of,DIRECTED,0.5525,53,637,WELL_STUDIED_PAIR,YES,,,,
Disulfiram,Disulfiram,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.5445,0,590,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Suramin,Suramin,HCC,VEGFR2,driver_of,DIRECTED,0.533,6,411,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Propranolol,Propranolol,RCC,VEGFR2,driver_of,DIRECTED,0.528,2,442,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Nitroglycerin,Nitroglycerin,RCC,HIF1A,driver_of,DIRECTED,0.528,0,107,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Suramin,Suramin,GIST,PDGFRA,driver_of,DIRECTED,0.527,0,411,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Leflunomide,Leflunomide,GIST,PDGFRA,driver_of,DIRECTED,0.51,1,101,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Chloroquine,Chloroquine,Li_Fraumeni_Syndrome,TP53,driver_of,DIRECTED,0.495,1,1971,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Disulfiram,Disulfiram,CLL,TP53,driver_of,DIRECTED,0.495,0,590,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Propranolol,Propranolol,HCC,VEGFR2,driver_of,DIRECTED,0.492,22,442,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Artesunate,Artesunate,RCC,VEGFR2,driver_of,DIRECTED,0.484,6,458,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Cimetidine,Cimetidine,RCC,VEGFR2,driver_of,DIRECTED,0.484,11,355,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Diclofenac,Diclofenac,Multiple_Myeloma,MYC,driver_of,DIRECTED,0.4675,2,463,KNOWN_DRUG_NEW_CANCER,,,,,TARGET_ZONE
Disulfiram,Disulfiram,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.4675,0,590,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Artesunate,Artesunate,HCC,VEGFR2,driver_of,DIRECTED,0.451,29,458,WELL_STUDIED_PAIR,,,,,
Cimetidine,Cimetidine,HCC,VEGFR2,driver_of,DIRECTED,0.451,4,355,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Chloroquine,Chloroquine,CLL,TP53,driver_of,DIRECTED,0.45,13,1971,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Chloroquine,Chloroquine,Soft_Tissue_Sarcoma,TP53,driver_of,DIRECTED,0.425,4,1971,KNOWN_DRUG_NEW_CANCER,YES,,,,TARGET_ZONE
Avelumab,Avelumab,NSCLC,CD274,associated_with,co-occurrence,0.85,72,842,WELL_STUDIED_PAIR,,,,,
Cosibelimab,Cosibelimab,NSCLC,CD274,associated_with,co-occurrence,0.85,0,5,UNEXPLORED_DRUG,,,,,
Cemiplimab,Cemiplimab,Melanoma,PDCD1,associated_with,co-occurrence,0.85,80,416,WELL_STUDIED_PAIR,,,,,
Cemiplimab,Cemiplimab,NSCLC,PDCD1,associated_with,co-occurrence,0.85,84,416,WELL_STUDIED_PAIR,,,,,
Dostarlimab,Dostarlimab,Melanoma,PDCD1,associated_with,co-occurrence,0.85,4,244,KNOWN_DRUG_NEW_CANCER,,,,,
Dostarlimab,Dostarlimab,NSCLC,PDCD1,associated_with,co-occurrence,0.85,10,244,KNOWN_DRUG_NEW_CANCER,,,,,
Durvalumab,Durvalumab,NSCLC,CD274,associated_with,co-occurrence,0.833,821,2295,WELL_STUDIED_PAIR,,,,,
Abemaciclib,Abemaciclib,Breast_Cancer,CDK4,associated_with,co-occurrence,0.8,1118,1262,WELL_STUDIED_PAIR,,,,,
Ibalizumab,Ibalizumab,Melanoma,CD4,associated_with,co-occurrence,0.8,0,5,UNEXPLORED_DRUG,,,,,
Amivantamab,Amivantamab,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.8,6,319,KNOWN_DRUG_NEW_CANCER,,,,,
Amivantamab,Amivantamab,Breast_Cancer,EGFR,associated_with,co-occurrence,0.8,6,319,KNOWN_DRUG_NEW_CANCER,,,,,
Dacomitinib,Dacomitinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.8,6,352,KNOWN_DRUG_NEW_CANCER,,,,,
Lazertinib,Lazertinib,Colorectal_Cancer,EGFR,associated_with,co-occurrence,0.8,0,145,KNOWN_DRUG_NEW_CANCER,,,,,
Lazertinib,Lazertinib,Breast_Cancer,EGFR,associated_with,co-occurrence,0.8,3,145,KNOWN_DRUG_NEW_CANCER,,,,,
Fedratinib,Fedratinib,GIST,FLT3,associated_with,co-occurrence,0.8,0,33,UNEXPLORED_DRUG,,,,,
Fedratinib,Fedratinib,RCC,FLT3,associated_with,co-occurrence,0.8,0,33,UNEXPLORED_DRUG,,,,,
Gilteritinib,Gilteritinib,GIST,FLT3,associated_with,co-occurrence,0.8,0,84,KNOWN_DRUG_NEW_CANCER,,,,,
Gilteritinib,Gilteritinib,RCC,FLT3,associated_with,co-occurrence,0.8,0,84,KNOWN_DRUG_NEW_CANCER,,,,,
Avapritinib,Avapritinib,CML,KIT,associated_with,co-occurrence,0.8,0,30,UNEXPLORED_DRUG,,,,,
Avapritinib,Avapritinib,RCC,KIT,associated_with,co-occurrence,0.8,0,30,UNEXPLORED_DRUG,,,,,
Dasatinib Anhydrous,Dasatinib,CML,KIT,associated_with,co-occurrence,0.8,1634,1413,WELL_STUDIED_PAIR,,,,,
Dasatinib Anhydrous,Dasatinib,RCC,KIT,associated_with,co-occurrence,0.8,10,1413,KNOWN_DRUG_NEW_CANCER,,,,,
Cemiplimab,Cemiplimab,RCC,PDCD1,associated_with,co-occurrence,0.8,0,416,KNOWN_DRUG_NEW_CANCER,,,,,
Dostarlimab,Dostarlimab,RCC,PDCD1,associated_with,co-occurrence,0.8,0,244,KNOWN_DRUG_NEW_CANCER,,,,,
Alpelisib,Alpelisib,AML,PIK3CA,associated_with,co-occurrence,0.8,2,500,KNOWN_DRUG_NEW_CANCER,,,,,
Copanlisib,Copanlisib,AML,PIK3CA,associated_with,co-occurrence,0.8,1,93,KNOWN_DRUG_NEW_CANCER,,,,,
Inavolisib,Inavolisib,AML,PIK3CA,associated_with,co-occurrence,0.8,0,63,KNOWN_DRUG_NEW_CANCER,,,,,
Asciminib,Asciminib,CML,ABL1,associated_with,co-occurrence,0.8,217,40,UNEXPLORED_DRUG,,,,,
Asciminib,Asciminib,GIST,ABL1,associated_with,co-occurrence,0.8,0,40,UNEXPLORED_DRUG,,,,,
